club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Zenit St. Petersburg,Artem Dzyuba,26,Centre-Forward,Spartak Moscow,free transfer,in,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Artur Yusupov,25,Central Midfield,Dinamo Moscow,free transfer,in,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Denis Tkachuk,25,Left Midfield,KS Samara,free transfer,in,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Mikhail Kerzhakov,28,Goalkeeper,Anzhi,free transfer,in,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Cristian Ansaldi,28,Left-Back,Atlético Madrid,"End of loanJun 30, 2015",in,Summer,0,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Luka Djordjevic,20,Centre-Forward,Sampdoria,"End of loanJun 30, 2015",in,Summer,0,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Salomón Rondón,25,Centre-Forward,West Brom,£15.30m,out,Summer,15.3,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Cristian Ansaldi,28,Left-Back,Genoa,Loan fee:£585Th.,out,Summer,0.585,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Anatoliy Tymoshchuk,36,Defensive Midfield,Kairat Almaty,free transfer,out,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Andrey Arshavin,34,Second Striker,Kuban Krasnodar,free transfer,out,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Milan Rodic,24,Left-Back,KS Samara,free transfer,out,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Dzhamaldin Khodzhaniyazov,19,Centre-Back,Aarhus GF,?,out,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Luka Djordjevic,21,Centre-Forward,Ponferradina,loan transfer,out,Summer,NA,Premier Liga,2015,2015/2016
Zenit St. Petersburg,Pavel Mogilevets,22,Central Midfield,Rostov,loan transfer,out,Summer,NA,Premier Liga,2015,2015/2016
CSKA Moscow,Seydou Doumbia,27,Centre-Forward,AS Roma,Loan fee:£900Th.,in,Summer,0.9,Premier Liga,2015,2015/2016
CSKA Moscow,Aleksandr Golovin,19,Attacking Midfield,CSKA Moscow II,-,in,Summer,0,Premier Liga,2015,2015/2016
CSKA Moscow,Vyacheslav Karavaev,20,Right-Back,Dukla Prague,"End of loanJun 30, 2015",in,Summer,0,Premier Liga,2015,2015/2016
CSKA Moscow,Viktor Vasin,26,Centre-Back,Mordovia,"End of loanJun 30, 2015",in,Summer,0,Premier Liga,2015,2015/2016
CSKA Moscow,Konstantin Bazelyuk,22,Centre-Forward,Torpedo Moscow,"End of loanJun 30, 2015",in,Summer,0,Premier Liga,2015,2015/2016
CSKA Moscow,Vyacheslav Karavaev,20,Right-Back,FK Jablonec,loan transfer,out,Summer,NA,Premier Liga,2015,2015/2016
CSKA Moscow,Carlos Strandberg,19,Centre-Forward,Ural,loan transfer,out,Summer,NA,Premier Liga,2015,2015/2016
CSKA Moscow,Konstantin Bazelyuk,22,Centre-Forward,SKA-Energia,loan transfer,out,Summer,NA,Premier Liga,2015,2015/2016
CSKA Moscow,Dmitri Efremov,20,Right Midfield,Slovan Liberec,loan transfer,out,Summer,NA,Premier Liga,2015,2015/2016
CSKA Moscow,Sekou Oliseh,25,Right Winger,Without Club,-,out,Summer,0,Premier Liga,2015,2015/2016
FK Krasnodar,Fedor Smolov,25,Centre-Forward,Dinamo Moscow,free transfer,in,Summer,NA,Premier Liga,2015,2015/2016
FK Krasnodar,Stefan Strandberg,24,Centre-Back,Rosenborg,free transfer,in,Summer,NA,Premier Liga,2015,2015/2016
