club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Groningen,Alessio Da Cruz,24,Centre-Forward,Parma,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
FC Groningen,Miguel Ángel Leal,24,Right-Back,Villarreal CF B,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
FC Groningen,Ko Itakura,24,Centre-Back,Man City,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
SC Heerenveen,Milan van Ewijk,20,Right-Back,ADO Den Haag,£540Th.,in,Summer,0.54,Eredivisie,2021,2021/2022
SC Heerenveen,Sven van Beek,27,Centre-Back,Feyenoord,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Xavier Mous,26,Goalkeeper,PEC Zwolle,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Filip Stevanovic,18,Left Winger,Man City,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Anthony Musaba,20,Right Winger,Monaco,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Nicolas Madsen,21,Defensive Midfield,FC Midtjylland,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Mitchell van Bergen,22,Right Winger,Stade Reims,£1.80m,out,Summer,1.8,Eredivisie,2021,2021/2022
SC Heerenveen,Sherel Floranus,23,Right-Back,Antalyaspor,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Ariel Harush,33,Goalkeeper,H. Beer Sheva,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Lasse Schöne,35,Defensive Midfield,NEC Nijmegen,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Rein Smit,20,Centre-Forward,Telstar,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
SC Heerenveen,Sieben Dewaele,22,Defensive Midfield,RSC Anderlecht,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
SC Heerenveen,Oliver Batista Meier,20,Right Winger,FC Bayern II,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
SC Heerenveen,Ulysses Llanez,20,Left Winger,Wolfsburg II,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
SC Heerenveen,Jan Paul van Hecke,21,Centre-Back,Brighton,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Heracles Almelo,Robin Polley,22,Right-Back,ADO Den Haag,£135Th.,in,Summer,0.135,Eredivisie,2021,2021/2022
Heracles Almelo,Sven Sonnenberg,22,Centre-Back,Hansa Rostock,£90Th.,in,Summer,0.09,Eredivisie,2021,2021/2022
Heracles Almelo,Alessandro Damen,31,Goalkeeper,Excelsior,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Bilal Basacikoglu,26,Left Winger,Gaziantep FK,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Robin Jalving,21,Goalkeeper,FC Emmen,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Nikolai Laursen,23,Right Winger,FC Emmen,?,in,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Ruben Roosken,21,Left-Back,TOP Oss,?,in,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Kaj Sierhuis,23,Centre-Forward,Stade Reims,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Jeremy Cijntje,23,Left Winger,Waasl.-Beveren,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
Heracles Almelo,Robin Pröpper,27,Centre-Back,Twente FC,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Teun Bijleveld,23,Central Midfield,FC Emmen,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Jeff Hardeveld,26,Left-Back,FC Emmen,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Jeremy Cijntje,23,Left Winger,Roda JC,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Michael Brouwer,28,Goalkeeper,FC Emmen,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Heracles Almelo,Tim Breukers,33,Right-Back,Retired,-,out,Summer,0,Eredivisie,2021,2021/2022
Heracles Almelo,Daniel Mesenhöler,26,Goalkeeper,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
Heracles Almelo,Ahmed Kutucu,21,Centre-Forward,FC Schalke 04,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Lasse Schöne,35,Defensive Midfield,Heerenveen,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Iván Márquez,27,Centre-Back,Cracovia,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Pedro Ruiz,21,Centre-Forward,Marseille,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Ilias Bronkhorst,24,Right-Back,Telstar,?,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Magnus Mattsson,22,Left Winger,Silkeborg IF,?,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Calvin Verdonk,24,Left-Back,Famalicão,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Ali Akman,19,Centre-Forward,E. Frankfurt,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Rodrigo Guth,20,Centre-Back,Atalanta BC,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Mikkel Duelund,24,Left Winger,Dynamo Kyiv,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Robin Roefs,18,Goalkeeper,NEC U21,-,in,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Danny Vukovic,36,Goalkeeper,Without Club,-,in,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Ole Romeny,21,Centre-Forward,Willem II,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Etien Velikonja,32,Centre-Forward,ND Gorica,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Ayman Sellouf,20,Left Winger,Utrecht U21,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Job Schuurman,22,Goalkeeper,Go Ahead Eagles,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Norbert Alblas,26,Goalkeeper,TOP Oss,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Etien Velikonja,32,Centre-Forward,ND Gorica,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Terry Lartey Sanniez,25,Right-Back,NK Celje,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Kevin Bukusu,20,Centre-Back,Helmond Sport,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Thibo Baeten,19,Centre-Forward,Torino U19,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
NEC Nijmegen,Anton Fase,21,Right Winger,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Terell Ondaan,27,Right Winger,Grenoble,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
NEC Nijmegen,Rangelo Janga,29,Centre-Forward,FC Astana,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
PEC Zwolle,Luka Adzic,22,Left Winger,RSC Anderlecht,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Gervane Kastaneer,25,Left Winger,Coventry,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Jasper Schendelaar,20,Goalkeeper,AZ Alkmaar,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Konstantinos Lamprou,29,Goalkeeper,RKC Waalwijk,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Mees de Wit,23,Left-Back,Sporting B,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Mark Pabai,20,Right-Back,Utrecht U21,?,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Siemen Voet,21,Centre-Back,Club Brugge,?,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Daishawn Redan,20,Centre-Forward,Hertha BSC,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Clint Leemans,25,Central Midfield,De Graafschap,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
PEC Zwolle,Marc-Olivier Doué,20,Centre-Back,RE Virton,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Nigel Bertrams,28,Goalkeeper,FC Eindhoven,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Clint Leemans,25,Central Midfield,Viborg FF,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Jesper Drost,28,Attacking Midfield,HHC Hardenberg,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Virgil Misidjan,28,Right Winger,Twente FC,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Thomas Lam,27,Centre-Back,CSKA-Sofia,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Xavier Mous,26,Goalkeeper,Heerenveen,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Mike van Duinen,29,Centre-Forward,OFI Crete,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PEC Zwolle,Reza Ghoochannejhad,33,Centre-Forward,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
PEC Zwolle,Benson,24,Right Winger,Royal Antwerp,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
PEC Zwolle,Thomas Buitink,21,Centre-Forward,Vitesse,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
PEC Zwolle,Immanuel Pherai,20,Attacking Midfield,Bor. Dortmund,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Joël Drommel,24,Goalkeeper,Twente FC,£3.15m,in,Summer,3.15,Eredivisie,2021,2021/2022
PSV Eindhoven,André Ramalho,29,Centre-Back,RB Salzburg,£2.25m,in,Summer,2.25,Eredivisie,2021,2021/2022
PSV Eindhoven,Carlos Vinícius,26,Centre-Forward,Benfica,Loan fee:£2.25m,in,Summer,2.25,Eredivisie,2021,2021/2022
PSV Eindhoven,Davy Pröpper,29,Central Midfield,Brighton,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PSV Eindhoven,Phillipp Mwene,27,Right-Back,1.FSV Mainz 05,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PSV Eindhoven,Marco van Ginkel,28,Central Midfield,Chelsea,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
PSV Eindhoven,Richard Ledezma,20,Attacking Midfield,PSV U21,-,in,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Dante Rigo,22,Defensive Midfield,PSV U21,-,in,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Ritsu Doan,23,Right Winger,Arm. Bielefeld,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Derrick Luckassen,26,Centre-Back,Kasimpasa,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Bruma,26,Right Winger,Olympiacos,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Michal Sadilek,22,Central Midfield,Slovan Liberec,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Donyell Malen,22,Centre-Forward,Bor. Dortmund,£27.00m,out,Summer,27,Eredivisie,2021,2021/2022
PSV Eindhoven,Denzel Dumfries,25,Right Midfield,Inter,£11.25m,out,Summer,11.25,Eredivisie,2021,2021/2022
PSV Eindhoven,Pablo Rosario,24,Defensive Midfield,OGC Nice,£5.40m,out,Summer,5.4,Eredivisie,2021,2021/2022
PSV Eindhoven,Mohamed Ihattaren,19,Attacking Midfield,Juventus,£4.95m,out,Summer,4.95,Eredivisie,2021,2021/2022
PSV Eindhoven,Joël Piroe,22,Centre-Forward,Swansea,£1.05m,out,Summer,1.05,Eredivisie,2021,2021/2022
PSV Eindhoven,Nick Viergever,32,Centre-Back,Greuther Fürth,£270Th.,out,Summer,0.27,Eredivisie,2021,2021/2022
PSV Eindhoven,Lars Unnerstall,31,Goalkeeper,Twente FC,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PSV Eindhoven,Timo Baumgartl,25,Centre-Back,Union Berlin,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PSV Eindhoven,Michal Sadilek,22,Central Midfield,Twente FC,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
PSV Eindhoven,Marco van Ginkel,28,Central Midfield,Chelsea,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
PSV Eindhoven,Adrian Fein,22,Defensive Midfield,FC Bayern,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Jens Teunckens,23,Goalkeeper,AEK Larnaca,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Michiel Kramer,32,Centre-Forward,ADO Den Haag,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Joel Pereira,25,Goalkeeper,Man Utd,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Thierry Lutonda,20,Left-Back,RSC Anderlecht,?,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Iliass Bel Hassani,28,Attacking Midfield,Ajman Club,?,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Dario van den Buijs,25,Centre-Back,Beerschot V.A.,?,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Achraf El Bouchataoui,21,Central Midfield,Feyenoord,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Jens Odgaard,22,Centre-Forward,Sassuolo,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Issam El Maach,21,Goalkeeper,Without Club,-,in,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Alexander Büttner,32,Left-Back,Without Club,-,in,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Nando Nöstlinger,23,Central Midfield,Lokeren-Temse,"End of loanFeb 10, 2021",in,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Cyril Ngonge,21,Right Winger,FC Groningen,£180Th.,out,Summer,0.18,Eredivisie,2021,2021/2022
RKC Waalwijk,Sylla Sow,25,Left Winger,Sheff Wed,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Ola John,29,Left Winger,Al-Hazem,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Konstantinos Lamprou,29,Goalkeeper,PEC Zwolle,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Mike Grim,24,Goalkeeper,OFC Oostzaan,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Paul Quasten,36,Left-Back,Ajax Amateurs,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Anas Tahiri,26,Central Midfield,CFR Cluj,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
RKC Waalwijk,Morad El Haddouti,23,Right Winger,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Nando Nöstlinger,23,Central Midfield,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,James Efmorfidis,25,Right Winger,Retired,-,out,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Thierry Lutonda,20,Left-Back,RSC Anderlecht,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Thijs Oosting,21,Attacking Midfield,AZ Alkmaar,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
RKC Waalwijk,Vitalie Damascan,22,Centre-Forward,Torino,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Sparta Rotterdam,Laurent Jans,29,Right-Back,Standard Liège,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Aaron Meijers,33,Left-Back,ADO Den Haag,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Vito van Crooij,25,Right Winger,VVV-Venlo,?,in,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Kenzo Goudmijn,19,Central Midfield,AZ Alkmaar,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Giannis Masouras,25,Right-Back,Olympiacos,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Lassana Faye,23,Left-Back,ADO Den Haag,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
Sparta Rotterdam,Laros Duarte,24,Central Midfield,FC Groningen,£608Th.,out,Summer,0.608,Eredivisie,2021,2021/2022
Sparta Rotterdam,Abdou Harroui,23,Central Midfield,Sassuolo,Loan fee:£450Th.,out,Summer,0.45,Eredivisie,2021,2021/2022
Sparta Rotterdam,Deroy Duarte,22,Central Midfield,Fortuna Sittard,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Danzell Gravenberch,27,Centre-Forward,De Graafschap,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Michael Fabrie,23,Goalkeeper,Smitshoek,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Jeffry Fortes,32,Right-Back,De Graafschap,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Reda Kharchouch,26,Centre-Forward,FC Emmen,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Sparta Rotterdam,Augustin Drakpe,19,Centre-Back,Sparta U21,-,out,Summer,0,Eredivisie,2021,2021/2022
Sparta Rotterdam,Lassana Faye,23,Left-Back,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
Sparta Rotterdam,Aaron Meijers,33,Left-Back,ADO Den Haag,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Sparta Rotterdam,Wouter Burger,20,Central Midfield,Feyenoord,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Denilho Cleonise,19,Left Winger,Genoa U19,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Ricky van Wolfswinkel,32,Centre-Forward,FC Basel,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Lars Unnerstall,31,Goalkeeper,PSV Eindhoven,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Virgil Misidjan,28,Right Winger,PEC Zwolle,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Robin Pröpper,27,Centre-Back,Heracles Almelo,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Giovanni Troupée,23,Right-Back,FC Utrecht,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Vaclav Cerny,23,Right Winger,FC Utrecht,?,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Michel Vlap,24,Attacking Midfield,RSC Anderlecht,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Michal Sadilek,22,Central Midfield,PSV Eindhoven,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Dimitrios Limnios,23,Right Winger,1. FC Köln,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Manfred Ugalde,19,Centre-Forward,Lommel SK,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Jody Lukoki,28,Right Winger,Without Club,-,in,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Lindon Selahi,22,Central Midfield,Willem II,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Joël Drommel,24,Goalkeeper,PSV Eindhoven,£3.15m,out,Summer,3.15,Eredivisie,2021,2021/2022
Twente Enschede FC,Lindon Selahi,22,Central Midfield,HNK Rijeka,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Thijs van Leeuwen,20,Left Winger,Almere City,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Godfried Roemeratoe,22,Defensive Midfield,Willem II,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Twente Enschede FC,Luciano Narsingh,30,Right Winger,Feyenoord,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Issah Abass,22,Centre-Forward,1.FSV Mainz 05,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Tyronne Ebuehi,25,Right-Back,Benfica B,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Danilo,22,Centre-Forward,Ajax U21,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Nathan Markelo,22,Right-Back,Everton U23,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Twente Enschede FC,Vaclav Cerny,23,Right Winger,FC Utrecht,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Anastasios Douvikas,22,Centre-Forward,Volos NPS,£1.08m,in,Summer,1.08,Eredivisie,2021,2021/2022
FC Utrecht,Quinten Timber,20,Central Midfield,Ajax U21,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Mike van der Hoorn,28,Centre-Back,Arm. Bielefeld,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Arthur Zagre,19,Left-Back,Monaco,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Nick Venema,22,Centre-Forward,NAC Breda,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Davy van den Berg,21,Central Midfield,Utrecht U21,-,in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Christopher Mamengi,20,Centre-Back,Utrecht U21,-,in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Sylian Mokono,22,Right-Back,Utrecht U21,-,in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Justin Lonwijk,21,Central Midfield,Viborg FF,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Mitchell van Rooijen,22,Defensive Midfield,Excelsior,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Vaclav Cerny,23,Right Winger,Twente FC,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Jonas Arweiler,24,Centre-Forward,ADO Den Haag,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Leon Guwara,25,Left-Back,VVV-Venlo,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Gyrano Kerk,25,Right Winger,Loko Moscow,£5.40m,out,Summer,5.4,Eredivisie,2021,2021/2022
FC Utrecht,Giovanni Troupée,23,Right-Back,Twente FC,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Odysseus Velanas,23,Central Midfield,NAC Breda,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Leon Guwara,25,Left-Back,Jahn Regensburg,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Justin Lonwijk,21,Central Midfield,Viborg FF,?,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Jonas Arweiler,24,Centre-Forward,Almere City,?,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Vaclav Cerny,23,Right Winger,Twente FC,?,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Mitchell van Rooijen,22,Defensive Midfield,VVV-Venlo,?,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Emil Bergström,28,Centre-Back,Willem II,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Thijmen Nijhuis,23,Goalkeeper,MVV Maastricht,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
FC Utrecht,Eljero Elia,34,Left Winger,Without Club,-,out,Summer,0,Eredivisie,2021,2021/2022
FC Utrecht,Justin Hoogma,23,Centre-Back,TSG Hoffenheim,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Vitesse Arnhem,Daan Reiziger,20,Goalkeeper,Ajax U21,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Toni Domgjoni,22,Central Midfield,FC Zürich,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Romaric Yapi,21,Right-Back,Brighton U23,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Markus Schubert,23,Goalkeeper,FC Schalke 04,free transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Nikolai Baden Frederiksen,21,Centre-Forward,Juventus U23,?,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Julian Von Moos,20,Right Winger,FC Basel,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Yann Gboho,20,Left Winger,Stade Rennais,loan transfer,in,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Enrico Hernández,20,Centre-Forward,Vitesse U21,-,in,Summer,0,Eredivisie,2021,2021/2022
Vitesse Arnhem,Thomas Buitink,21,Centre-Forward,PEC Zwolle,"End of loanJun 30, 2021",in,Summer,0,Eredivisie,2021,2021/2022
Vitesse Arnhem,Remko Pasveer,37,Goalkeeper,Ajax,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Thomas Bruns,29,Central Midfield,Adanaspor,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Bilal Bayazit,22,Goalkeeper,Kayserispor,free transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Enrico Hernández,20,Centre-Forward,FC Eindhoven,loan transfer,out,Summer,NA,Eredivisie,2021,2021/2022
Vitesse Arnhem,Armando Broja,19,Centre-Forward,Chelsea U23,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Vitesse Arnhem,Idrissa Touré,23,Central Midfield,Juventus U23,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
Vitesse Arnhem,Noah Ohio,18,Centre-Forward,RB Leipzig U19,"End of loanJun 30, 2021",out,Summer,0,Eredivisie,2021,2021/2022
