club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Sporting CP,César Prates,24,Right-Back,Corinthians,£1.13m,in,1.13,Liga Nos,1999,1999/2000
Sporting CP,Mbo Mpenza,23,Centre-Forward,Standard Liège,Free Transfer,in,0,Liga Nos,1999,1999/2000
Sporting CP,André Cruz,31,Centre-Back,Torino,Free Transfer,in,0,Liga Nos,1999,1999/2000
Sporting CP,Toñito,22,Right Midfield,Vitória Setúbal,Free Transfer,in,0,Liga Nos,1999,1999/2000
Sporting CP,Peter Schmeichel,35,Goalkeeper,Man Utd,Free Transfer,in,0,Liga Nos,1999,1999/2000
Sporting CP,Marco Almeida,22,Centre-Back,Campomaiorense,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Robert Spehar,29,Centre-Forward,Chievo Verona,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Marcos,24,Centre-Back,PSV Eindhoven,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Hugo,22,Centre-Back,Sampdoria,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Kwame Ayew,25,Centre-Forward,Boavista,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Mauricio Hanuch,22,Central Midfield,Independiente,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Rui Jorge,26,Left-Back,FC Porto,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Juan Viveros,18,Left Winger,Lourinhanense,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Toni Robaina,24,Left Midfield,UD Las Palmas,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Ivone De Franceschi,25,Left Winger,AC Venezia 1907,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Julián Andrés Kmet,21,Left Winger,Lanús,?,in,NA,Liga Nos,1999,1999/2000
Sporting CP,Marco Caneira,20,Centre-Back,Beira-Mar,"End of loanJun 30, 1999",in,0,Liga Nos,1999,1999/2000
Sporting CP,Patacas,21,Right-Back,Santa Clara,"End of loanJun 30, 1999",in,0,Liga Nos,1999,1999/2000
Sporting CP,Simão,19,Left Winger,FC Barcelona,£2.70m,out,2.7,Liga Nos,1999,1999/2000
Sporting CP,Marco Caneira,20,Centre-Back,Alverca,Loan,out,0,Liga Nos,1999,1999/2000
Sporting CP,Pedrosa,27,Central Midfield,Salgueiros,?,out,NA,Liga Nos,1999,1999/2000
Sporting CP,Tiago Ferreira,24,Goalkeeper,Estrela Amadora,Loan,out,0,Liga Nos,1999,1999/2000
